orgnr_frtk,nkode1,ansatte_antall,navn,naerk_tekst
975832414,88.911,17.0,EKEBERG BARNEHAGE Lena Margrethe Fåberg,Barnehager
988143502,41.109,4.0,EKEBERG EIENDOM HOLDING AS,Utvikling og salg av egen fast eiendom ellers
989551302,88.911,27.0,EKEBERG IDRETTSBARNEHAGE AS,Barnehager
916483627,86.211,4.0,EKEBERG LEGEKONTOR DA,Allmenn legetjeneste
930995517,68.209,7.0,EKEBERGBYGG AS,Utleie av egen eller leid fast eiendom ellers
987286369,56.101,145.0,EKEBERGRESTAURANTEN AS,Drift av restauranter og kafeer
967254010,86.230,3.0,EKEBERGVEIEN TANNKLINIKK TANNLEGENE SKAANES OG WISLØFF ANS,Tannhelsetjenester
957431526,43.120,11.0,EKEHAUG MASKIN AS,Grunnarbeid
991809724,41.200,5.0,EKER BYGG AS,Oppføring av bygninger
812668412,47.521,34.0,EKER DAMPSAG & HØVLERI AS,"Butikkhandel med bredt utvalg av jernvarer, fargevarer og andre byggevarer"
983410227,74.101,26.0,EKER DESIGN AS,"Industridesign, produktdesign og annen teknisk designvirksomhet"
976082850,74.101,5.0,EKER GROUP AS,"Industridesign, produktdesign og annen teknisk designvirksomhet"
987658835,45.402,15.0,EKER PERFORMANCE AS,"Detaljhandel med motorsykler, deler og utstyr"
987620412,45.191,19.0,EKERI NORGE AS,"Agentur- og engroshandel med andre motorvogner, unntatt motorsykler"
956433460,18.120,14.0,EKH GRAFISK AS,Trykking ellers
990016593,43.990,20.0,EKHOLDT MONTASJE AS,Annen spesialisert bygge- og anleggsvirksomhet
921784570,46.341,3.0,EKJORD AS,Engroshandel med vin og brennevin
913048172,47.112,4.0,EKKO BINGODRIFT,Kioskhandel med bredt vareutvalg med hovedvekt på nærings- og nytelsesmidler
912076326,73.110,8.0,EKKO MEDIA AS,Reklamebyråer
886296762,43.120,7.0,EKKO SERVICE AS,Grunnarbeid
996406504,47.710,6.0,EKKSA AS,Butikkhandel med klær
937110553,45.200,22.0,EKNES KAROSSERI AS,"Vedlikehold og reparasjon av motorvogner, unntatt motorsykler"
998734355,47.710,6.0,EKO HANDEL AS,Butikkhandel med klær
912342344,71.129,8.0,EKOM AS,Annen teknisk konsulentvirksomhet
997835670,69.201,3.0,EKONOMERNAS HUS,Regnskap og bokføring
995823276,69.201,10.0,EKONOMIKA AS,Regnskap og bokføring
964976430,31.090,84.0,EKORNES AS,Produksjon av møbler ellers
950509910,31.030,75.0,EKORNES BEDS AS,Produksjon av madrasser
971495642,88.911,21.0,EKORNHEIA BARNEHAGE SA,Barnehager
971503165,88.911,3.0,EKORNRUD GÅRDS-FAMILIEBARNEHAGE TRINE GLITRE SKEDSMO,Barnehager
971475439,88.911,20.0,EKREHAGEN FRILUFTSBARNEHAGE SA,Barnehager
971578262,85.201,33.0,EKREHAGEN SKOLE ADVENTISTSAMFUNNETS GRUNNSKOLER,Ordinær grunnskoleundervisning
980334686,88.911,26.0,EKREKROKEN BARNEHAGE SA,Barnehager
896711792,43.120,15.0,EKREN MASKIN AS,Grunnarbeid
932935074,71.129,8.0,EKRHEIM ELCONSULT AS,Annen teknisk konsulentvirksomhet
989305018,69.201,8.0,EKSAKT ØKONOMI AS,Regnskap og bokføring
913169727,45.200,3.0,EKSOS PLUSS AS,"Vedlikehold og reparasjon av motorvogner, unntatt motorsykler"
987923016,47.111,9.0,EKSOTISK TORG AS,Butikkhandel med bredt vareutvalg med hovedvekt på nærings- og nytelsesmidler
991620796,56.101,29.0,EKSPEDISJONEN AS,Drift av restauranter og kafeer
913534050,77.390,48.0,EKSPERT MASKINUTLEIE AS,Utleie og leasing av andre maskiner og annet utstyr og materiell ikke nevnt annet sted
816521432,64.920,23.0,EKSPORTFINANS ASA,Annen kredittgivning
998544696,66.190,44.0,EKSPORTKREDITT NORGE AS,Andre tjenester tilknyttet finansieringsvirksomhet
921641664,56.102,2.0,EKSPRESS PIZZA KIOSK & GRILL SHAHAB AHMED ABDULLAH,Drift av gatekjøkken
990682496,49.410,1.0,EKSPRESSRUTA AS,Godstransport på vei
918429662,82.202,49.0,EKSTERN PARTNER AS,Telefonsalg
966313404,69.201,9.0,EKSTERN REGNSKAP AS,Regnskap og bokføring
916503555,45.320,14.0,EKSTRALYS AS,"Detaljhandel med deler og utstyr til motorvogner, unntatt motorsykler"
987022140,85.510,68.0,EKT RIDESKOLE OG HUSDYRPARK AS,Undervisning innen idrett og rekreasjon
916179308,46.390,7.0,EKTE VARE AS,Engroshandel med bredt utvalg av nærings- og nytelsesmidler
914105099,46.180,11.0,EKTEBUNAD AS,Agenturhandel med spesialisert vareutvalg ellers
915163165,80.200,51.0,EKU SECURITY AS,Tjenester tilknyttet vakttjenester
981104463,94.200,2.0,EL & IT FORBUNDET DISTRIKT TROMS OG SVALBARD,Arbeidstakerorganisasjoner
971077301,94.200,4.0,EL & IT FORBUNDET ROGALAND ELEKTROMONTØRFORENING,Arbeidstakerorganisasjoner
980817598,94.200,2.0,EL & IT FORBUNDET TRØNDELAG,Arbeidstakerorganisasjoner
980477517,94.200,4.0,EL & IT-FORBUNDET BUSKERUD,Arbeidstakerorganisasjoner
984565259,74.909,16.0,EL - WATCH AS,"Annen faglig, vitenskapelig og teknisk virksomhet ikke nevnt annet sted"
914986303,43.210,93.0,EL 24 ENSIKO AS,Elektrisk installasjonsarbeid
914006279,56.101,88.0,EL CAMINO AS,Drift av restauranter og kafeer
914492157,43.330,2.0,EL GRECO BYGG AS,Gulvlegging og tapetsering
986554343,43.210,29.0,EL INSTALLATØREN HARSTAD AS,Elektrisk installasjonsarbeid
986554408,43.210,14.0,EL INSTALLATØREN NARVIK AS,Elektrisk installasjonsarbeid
987877103,43.210,16.0,EL JON AS,Elektrisk installasjonsarbeid
880522892,94.200,36.0,EL OG IT FORBUNDET,Arbeidstakerorganisasjoner
980687481,94.200,4.0,EL OG IT FORBUNDET MØRE OG ROMSDAL,Arbeidstakerorganisasjoner
979187726,94.200,1.0,EL OG IT FORBUNDET TELENOR BEDRIFT AVDELING OSLO/AKERSHUS,Arbeidstakerorganisasjoner
991255338,43.210,18.0,EL PARTNER AS,Elektrisk installasjonsarbeid
994847120,46.431,11.0,EL PRODUKTER AS,Engroshandel med elektriske husholdningsapparater og -maskiner
982129729,82.990,12.0,EL PROFFEN AS,Annen forretningsmessig tjenesteyting ikke nevnt annet sted
920370594,71.129,12.0,EL SOLUTION AS,Annen teknisk konsulentvirksomhet
982359074,43.210,7.0,EL&IT INSTALLASJON AS,Elektrisk installasjonsarbeid
945994258,46.691,10.0,EL-BJØRN AS,Engroshandel med maskiner og utstyr til kraftproduksjon og installasjon
961580722,43.210,26.0,EL-CO AS,Elektrisk installasjonsarbeid
914589347,43.210,3.0,EL-CON AS,Elektrisk installasjonsarbeid
913323076,71.129,1.0,EL-CONSULT AS,Annen teknisk konsulentvirksomhet
921601263,96.020,12.0,EL-CORTE BARBERO AS,Frisering og annen skjønnhetspleie
986765425,43.210,8.0,EL-DA INSTALLASJON AS,Elektrisk installasjonsarbeid
982056497,43.210,39.0,EL-EXPERTEN AS,Elektrisk installasjonsarbeid
978602487,94.110,6.0,EL-FAGENES OPPLÆRINGSKONTOR BUSKERUD (ELFOB),Næringslivs- og arbeidsgiverorganisasjoner
991479317,43.210,9.0,EL-FOCUS AS,Elektrisk installasjonsarbeid
913035607,43.210,11.0,EL-GENIET AS,Elektrisk installasjonsarbeid
986982329,43.210,10.0,EL-INSTALLASJON AS,Elektrisk installasjonsarbeid
935843553,47.540,17.0,EL-KJØP STORMARKED STJØRDAL AS,Butikkhandel med elektriske husholdningsapparater
899551702,43.210,35.0,EL-KONSULT AS,Elektrisk installasjonsarbeid
989664875,43.210,18.0,EL-KONTAKTEN AS,Elektrisk installasjonsarbeid
983391958,43.210,2.0,EL-MONTØREN AS,Elektrisk installasjonsarbeid
996324257,47.540,5.0,EL-SENTERET HAREID AS,Butikkhandel med elektriske husholdningsapparater
998240050,95.210,11.0,EL-SERVICE ELESCO INNLANDET AS,Reparasjon av elektronikk til husholdningsbruk
916805101,43.210,2.0,EL-SIKKERHET MIDT-NORGE AS,Elektrisk installasjonsarbeid
983389317,43.210,58.0,EL-TEAM AS,Elektrisk installasjonsarbeid
963679890,71.129,18.0,EL-TILSYNET AS,Annen teknisk konsulentvirksomhet
932278979,25.110,24.0,EL-TJENESTE AS,Produksjon av metallkonstruksjoner og deler
998416124,43.210,9.0,EL-TJENESTEN AS,Elektrisk installasjonsarbeid
929085884,47.540,13.0,EL-TUNET HÅVARDSTUN ELEKTRISKE AS,Butikkhandel med elektriske husholdningsapparater
915098096,27.120,7.0,EL-VERKSTEDET AS,Produksjon av elektriske fordelings- og kontrolltavler og paneler
917994676,43.210,9.0,EL-VIS ELEKTRO AS,Elektrisk installasjonsarbeid
845472122,25.990,19.0,ELAS AS,Produksjon av metallvarer ikke nevnt annet sted
998995728,93.130,16.0,ELAVIT AS,Treningssentre
991283900,66.190,41.0,"ELAVON FINANCIAL SERVICES DAC, NORWAY BRANCH",Andre tjenester tilknyttet finansieringsvirksomhet
859772382,46.693,8.0,ELBA AS,Engroshandel med maskiner og utstyr til industri ellers
997874552,45.112,7.0,ELBILMEK AS,"Detaljhandel med biler og lette motorvogner, unntatt motorsykler"
968341375,27.120,13.0,ELCAM AS,Produksjon av elektriske fordelings- og kontrolltavler og paneler
990618836,43.210,49.0,ELCOM AS,Elektrisk installasjonsarbeid
995145790,43.210,15.0,ELCONTACT AS,Elektrisk installasjonsarbeid
957382800,27.120,173.0,ELCOR AS,Produksjon av elektriske fordelings- og kontrolltavler og paneler
816136822,20.420,1.0,ELDE COSMETICS AS,Produksjon av parfyme og toalettartikler
994290207,82.990,5.0,ELDEN AS,Annen forretningsmessig tjenesteyting ikke nevnt annet sted
916061412,62.010,4.0,ELDER AS,Programmeringstjenester
913306864,41.200,26.0,ELDEVIK BYGG AS,Oppføring av bygninger
983565077,47.593,1.0,ELDFRIDS BUTIKK AS,"Butikkhandel med kjøkkenutstyr, glass og steintøy"
839791062,56.101,29.0,ELDGAARD II AS,Drift av restauranter og kafeer
887010722,56.101,26.0,ELDHUSET - KRISTIANIA SKJENKESTUE AS,Drift av restauranter og kafeer
958032935,49.392,22.0,ELDNES BUSSREISER AS,Turbiltransport
981917286,46.691,4.0,ELDON AS,Engroshandel med maskiner og utstyr til kraftproduksjon og installasjon
914007607,71.129,5.0,ELDOR TECHNOLOGY AS,Annen teknisk konsulentvirksomhet
915169260,47.919,10.0,ELDORADO NUF,Postordre-/Internetthandel med annet spesialisert vareutvalg
961129613,88.911,17.0,ELDSHOVDEN BARNEHAGE SA,Barnehager
997097300,43.120,6.0,ELDSTAD ENTREPRENØR AS,Grunnarbeid
918781293,85.599,47.0,ELDUR LEARNING AS,Annen undervisning ikke nevnt annet sted
817105602,71.129,1.0,ELECNOR,Annen teknisk konsulentvirksomhet
980501434,86.905,4.0,ELECTA AS,Klinisk psykologtjeneste
981210395,27.120,31.0,ELECTRIC CONTROL SYSTEM AUTOMATION AS,Produksjon av elektriske fordelings- og kontrolltavler og paneler
912774007,62.010,6.0,ELECTRIC FRIENDS AS,Programmeringstjenester
911939916,27.120,53.0,ELECTRO AUTOMATION AUSTEVOLL AS,Produksjon av elektriske fordelings- og kontrolltavler og paneler
914790506,43.210,17.0,ELECTRO TEAM AS,Elektrisk installasjonsarbeid
937754027,43.210,22.0,ELECTRO-SPESIALISTEN AS,Elektrisk installasjonsarbeid
914770009,46.431,65.0,ELECTROLUX HOME PRODUCTS NORWAY AS,Engroshandel med elektriske husholdningsapparater og -maskiner
923830197,46.694,17.0,ELECTROLUX PROFESSIONAL AS,"Engroshandel med maskiner og utstyr til handel, transport og tjenesteyting ellers"
984195486,71.122,98.0,ELECTROMAGNETIC GEOSERVICES ASA,Geologiske undersøkelser
976533216,71.121,25.0,ELECTRONOVA AS,Byggeteknisk konsulentvirksomhet
915885578,47.919,35.0,ELEFUN AS,Postordre-/Internetthandel med annet spesialisert vareutvalg
918148086,47.710,7.0,ELEGANCE AS,Butikkhandel med klær
997352483,47.710,8.0,ELEGANT AS,Butikkhandel med klær
984665547,43.210,25.0,ELEKTRIKER 1 TRONDHEIM AS,Elektrisk installasjonsarbeid
986113339,43.210,13.0,ELEKTRIKER BEKKEVOLD AS,Elektrisk installasjonsarbeid
990102031,43.210,1.0,ELEKTRIKER LEIF AS,Elektrisk installasjonsarbeid
987368063,43.210,19.0,ELEKTRIKER'N RINGSAKER AS,Elektrisk installasjonsarbeid
992886366,43.210,12.0,ELEKTRIKER'N SAUHERAD AS,Elektrisk installasjonsarbeid
945667664,43.210,7.0,ELEKTRIKEREN AS,Elektrisk installasjonsarbeid
962268161,43.210,13.0,ELEKTRIKEREN KONGSBERG AS,Elektrisk installasjonsarbeid
994263501,43.210,16.0,ELEKTRIKERN BODØ AS,Elektrisk installasjonsarbeid
985784507,43.210,5.0,ELEKTRIKERN KIRKENES AS,Elektrisk installasjonsarbeid
919827661,43.210,15.0,ELEKTRIKERN KJELL SÆTERØY AS,Elektrisk installasjonsarbeid
992360879,43.210,17.0,ELEKTRIKERSERVICE HALLINGDAL AS,Elektrisk installasjonsarbeid
996405524,43.210,8.0,ELEKTRIKERSERVICE VERDAL AS,Elektrisk installasjonsarbeid
985700230,43.210,24.0,ELEKTRIKERTJENESTEN HALDEN AS,Elektrisk installasjonsarbeid
996446972,43.210,8.0,ELEKTRIS 24 TIMER SERVICE AS,Elektrisk installasjonsarbeid
982800285,43.210,9.0,ELEKTRISK INSTALLASJON AS,Elektrisk installasjonsarbeid
998642973,82.300,8.0,ELEKTRISK KOMPAGNI AS,"Kongress-, messe- og utstillingsvirksomhet"
977262135,43.210,6.0,ELEKTRO & KJØLETEKNIKK AS,Elektrisk installasjonsarbeid
929791703,43.210,17.0,ELEKTRO - TEAM AS,Elektrisk installasjonsarbeid
888409602,43.210,3.0,ELEKTRO 1 AS,Elektrisk installasjonsarbeid
990765154,43.210,18.0,ELEKTRO 1 HITRA & FRØYA AS,Elektrisk installasjonsarbeid
914481791,43.210,6.0,ELEKTRO 1 TRONDHEIM AS,Elektrisk installasjonsarbeid
812076272,43.210,19.0,ELEKTRO 12:24 AS,Elektrisk installasjonsarbeid
881489392,43.210,137.0,ELEKTRO 4 AS,Elektrisk installasjonsarbeid
941863116,46.473,18.0,ELEKTRO ARMATUR AS,Engroshandel med belysningsutstyr
925215996,43.210,18.0,ELEKTRO AS,Elektrisk installasjonsarbeid
953785250,43.210,15.0,ELEKTRO AS,Elektrisk installasjonsarbeid
986446125,43.210,159.0,ELEKTRO BODØ AS,Elektrisk installasjonsarbeid
974423774,43.210,16.0,ELEKTRO COMFORT AS,Elektrisk installasjonsarbeid
916221509,43.210,10.0,ELEKTRO FOSEN AS,Elektrisk installasjonsarbeid
966101253,43.210,39.0,ELEKTRO INSTALLASJON AS,Elektrisk installasjonsarbeid
947213873,46.694,8.0,ELEKTRO KJØL AS,"Engroshandel med maskiner og utstyr til handel, transport og tjenesteyting ellers"
896287672,43.210,25.0,ELEKTRO MO AS,Elektrisk installasjonsarbeid
997998049,43.210,14.0,ELEKTRO NORD AS,Elektrisk installasjonsarbeid
983391907,46.630,7.0,ELEKTRO PARTNER AS,"Engroshandel med maskiner og utstyr til bergverksdrift, olje- og gassutvinning og bygge- og anleggsvirksomhet"
987819111,43.210,9.0,ELEKTRO PARTNER SKIEN AS,Elektrisk installasjonsarbeid
915774202,78.200,133.0,ELEKTRO PERSONELL AS,Utleie av arbeidskraft
979715609,43.210,33.0,ELEKTRO SKAGERRAK AS,Elektrisk installasjonsarbeid
890391222,43.210,8.0,ELEKTRO SMART AS,Elektrisk installasjonsarbeid
917217807,43.210,2.0,ELEKTRO SPESIALISTEN AS,Elektrisk installasjonsarbeid
916806523,43.210,15.0,ELEKTRO TEAM AS,Elektrisk installasjonsarbeid
976041267,43.210,14.0,ELEKTRO TEAM AS,Elektrisk installasjonsarbeid
977051452,43.210,39.0,ELEKTRO TEAM AS,Elektrisk installasjonsarbeid
977498279,43.210,23.0,ELEKTRO ØST INSTALLASJON AS,Elektrisk installasjonsarbeid
998009391,43.210,15.0,ELEKTRO-INSTALLASJON DRAMMEN AS,Elektrisk installasjonsarbeid
987110031,43.210,16.0,ELEKTRO-MONTASJE AS,Elektrisk installasjonsarbeid
911377845,43.210,17.0,ELEKTRO-NYTT AS,Elektrisk installasjonsarbeid
958955073,43.210,41.0,ELEKTRO-SIVERT INSTALLASJON AS,Elektrisk installasjonsarbeid
921542143,33.120,6.0,ELEKTRO-VKF AS,Reparasjon av maskiner
911907593,43.210,13.0,ELEKTRO24 AS,Elektrisk installasjonsarbeid
918493581,43.210,9.0,ELEKTRO365 AS,Elektrisk installasjonsarbeid
976797086,94.200,9.0,ELEKTROARBEIDERNES FAGFORENING HORDALAND SOGN OG FJORDANE,Arbeidstakerorganisasjoner
921828691,78.200,36.0,ELEKTROBEMANNING AS,Utleie av arbeidskraft
943618178,43.210,23.0,ELEKTROENTREPRENØR GURIBY AS,Elektrisk installasjonsarbeid
950257849,43.210,38.0,ELEKTROENTREPRENØREN ARENDAL AS,Elektrisk installasjonsarbeid
982587786,43.210,53.0,ELEKTROFAG JÆREN AS,Elektrisk installasjonsarbeid
976181263,85.609,2.0,ELEKTROFAGENES OPPLÆRINGSKONTOR AGDER ELFO AGDER,Andre tjenester tilknyttet undervisning
889339772,85.599,4.0,ELEKTROFAGENES OPPLÆRINGSKONTOR NORD I TRØNDELAG,Annen undervisning ikke nevnt annet sted
986362363,46.900,5.0,ELEKTROFILTER VEST AS,Uspesifisert engroshandel
970261168,94.110,7.0,ELEKTROFORENINGEN,Næringslivs- og arbeidsgiverorganisasjoner
984627335,38.320,2.0,ELEKTROGJENVINNING MØRE AS,Sortering og bearbeiding av avfall for materialgjenvinning
980145433,43.210,23.0,ELEKTROIDE AS,Elektrisk installasjonsarbeid
914939828,47.592,289.0,ELEKTROIMPORTØREN AS,Butikkhandel med belysningsutstyr
891403682,43.210,8.0,ELEKTROINSTALLASJONER AS,Elektrisk installasjonsarbeid
980890791,43.210,14.0,ELEKTROINSTALLATØR NILS-ROALD NILSEN AS,Elektrisk installasjonsarbeid
986182497,43.210,16.0,ELEKTROKONTAKT AS,Elektrisk installasjonsarbeid
984990820,43.210,13.0,ELEKTROKONTAKTEN AS,Elektrisk installasjonsarbeid
987755156,47.540,14.0,ELEKTROLAND AS,Butikkhandel med elektriske husholdningsapparater
983542840,32.500,6.0,ELEKTROMEDISINSK SERVICE AS,Produksjon av medisinske og tanntekniske instrumenter og utstyr
829367912,43.210,5.0,ELEKTRON AS,Elektrisk installasjonsarbeid
971069376,47.420,5.0,ELEKTRON COMMUNICATIONS AS,Butikkhandel med telekommunikasjonsutstyr
995700840,47.430,16.0,ELEKTRONIKK BUTIKKEN BØMLO AS,Butikkhandel med audio- og videoutstyr
942463464,46.520,7.0,ELEKTRONIKK SERVICE AS,Engroshandel med elektronikkutstyr og telekommunikasjonsutstyr samt deler
980270297,46.431,12.0,ELEKTRONISKE BETALINGS SYSTEMER AS,Engroshandel med elektriske husholdningsapparater og -maskiner
858271592,43.210,17.0,ELEKTRONOR AS,Elektrisk installasjonsarbeid
870935552,43.210,24.0,ELEKTRONOR AS,Elektrisk installasjonsarbeid
971184337,43.210,11.0,ELEKTRONORD AS,Elektrisk installasjonsarbeid
854526332,47.430,5.0,ELEKTROPLUSS NORGE AS,Butikkhandel med audio- og videoutstyr
915453457,43.210,35.0,ELEKTROPLUSS TELEMARK AS,Elektrisk installasjonsarbeid
997352793,43.210,7.0,ELEKTROPUNKT AS,Elektrisk installasjonsarbeid
916334567,46.693,3.0,ELEKTRORESSURS AS,Engroshandel med maskiner og utstyr til industri ellers
832572942,47.540,10.0,ELEKTROSERVICE HALLINGDAL AS,Butikkhandel med elektriske husholdningsapparater
980672522,43.210,44.0,ELEKTROSERVICE HALLINGDAL INSTALLASJON AS,Elektrisk installasjonsarbeid
971140445,43.210,27.0,ELEKTROSERVICE KRISTIANSUND AS,Elektrisk installasjonsarbeid
956899478,43.210,18.0,ELEKTROSERVICE ØRSTA AS,Elektrisk installasjonsarbeid
977454700,46.691,270.0,ELEKTROSKANDIA NORGE AS,Engroshandel med maskiner og utstyr til kraftproduksjon og installasjon
989830775,25.110,21.0,ELEKTROSVEIS AS,Produksjon av metallkonstruksjoner og deler
990916489,43.210,12.0,ELEKTROTEAM HEMSEDAL AS,Elektrisk installasjonsarbeid
920674380,33.140,19.0,ELEKTROTEC AS,Reparasjon av elektrisk utstyr
983535836,43.210,12.0,ELEKTROTECH AS,Elektrisk installasjonsarbeid
981451775,43.210,14.0,ELEKTROTEMA AGDER AS,Elektrisk installasjonsarbeid
917696853,43.210,8.0,ELEKTROTJENESTEN AS,Elektrisk installasjonsarbeid
985871094,43.210,19.0,ELEKTROTJENESTER AS,Elektrisk installasjonsarbeid
983379834,46.694,17.0,ELEKTROVAKUUM AS,"Engroshandel med maskiner og utstyr til handel, transport og tjenesteyting ellers"
945127015,95.220,10.0,ELEKTROVERKSTEDET AS,Reparasjon av husholdningsvarer og hageredskaper
977571502,43.210,91.0,ELEKTROXPERTEN AS,Elektrisk installasjonsarbeid
976094875,71.122,3.0,ELEMENT ASA,Geologiske undersøkelser
991488650,42.990,11.0,ELEMENT BYGG KVINESDAL AS,Bygging av andre anlegg ikke nevnt annet sted
935563194,58.140,24.0,ELEMENT HOLDING AS,Utgivelse av blader og tidsskrifter
982519292,43.290,62.0,ELEMENT LOGIC AS,Annet installasjonsarbeid
991756434,23.610,44.0,ELEMENT NOR AS,Produksjon av betongprodukter for bygge- og anleggsvirksomhet
986623973,47.524,4.0,ELEMENT STUDIO AS,Butikkhandel med trelast
986366385,23.610,84.0,ELEMENTPARTNER AS,Produksjon av betongprodukter for bygge- og anleggsvirksomhet
979932715,23.610,42.0,ELEMENTSØR AS,Produksjon av betongprodukter for bygge- og anleggsvirksomhet
897736802,47.591,5.0,ELEN MØBELSTUDIO AS,Butikkhandel med møbler
919083603,49.410,1.0,ELENORD TRANSPORT AS,Godstransport på vei
976550552,43.210,17.0,ELENTREPRENØR ARNE H JOHANSEN AS,Elektrisk installasjonsarbeid
817132782,95.210,10.0,ELESCO AGDER AS,Reparasjon av elektronikk til husholdningsbruk
984200056,70.210,3.0,ELESCO AS,PR og kommunikasjonstjenester
994658751,43.222,27.0,ELESCO MIDT-NORGE AS,Kuldeanlegg- og varmepumpearbeid
996703185,82.990,7.0,ELESCO NORGE AS,Annen forretningsmessig tjenesteyting ikke nevnt annet sted
920262791,95.220,9.0,ELESCO TROMSØ AS,Reparasjon av husholdningsvarer og hageredskaper
958975260,46.520,20.0,ELFA DISTRELEC AS,Engroshandel med elektronikkutstyr og telekommunikasjonsutstyr samt deler
914770475,46.739,23.0,ELFA NORGE AS,Engroshandel med byggevarer ikke nevnt annet sted
914322162,43.210,12.0,ELFAG EXPERT AS,Elektrisk installasjonsarbeid
857305892,58.290,6.0,ELFO AS,Utgivelse av annen programvare
988389935,88.911,13.0,ELGEN FACTORY AS,Barnehager
974528894,96.020,6.0,ELGESETER HÅRDESIGN AS,Frisering og annen skjønnhetspleie
989909460,55.101,151.0,ELGSTUA AS,"Drift av hoteller, pensjonater og moteller med restaurant"
913958632,91.040,13.0,ELGTUN AS,Drift av botaniske og zoologiske hager og naturreservater
915925529,63.110,30.0,ELHUB AS,"Databehandling, datalagring og tilknyttede tjenester"
971272856,86.230,1.0,ELI LERHEIM TANNLEGE,Tannhelsetjenester
865684452,46.180,23.0,ELI LILLY NORGE AS,Agenturhandel med spesialisert vareutvalg ellers
982953251,50.202,14.0,ELI STAR AS,Innenriks sjøfart med gods
994264273,81.210,13.0,ELI'S RENGJØRINGSBYRÅ AS,Rengjøring av bygninger
918621431,49.410,50.0,ELIAS BREIVIK AS,Godstransport på vei
915094198,47.111,31.0,ELIAS VINJE AS,Butikkhandel med bredt vareutvalg med hovedvekt på nærings- og nytelsesmidler
997090845,41.200,2.0,ELIASSEN BYGG AS,Oppføring av bygninger
993912999,55.202,19.0,ELIASSEN RORBUER DRIFT AS,Drift av ferieleiligheter
997273184,41.200,7.0,ELIASSEN'S BYGGESERVICE AS,Oppføring av bygninger
911839946,81.300,1.0,ELIDA UTEMILJØ AS,Beplantning av hager og parkanlegg
913049047,81.101,53.0,ELIEL AS,Vaktmestertjenester
975791386,85.201,56.0,ELIHU KRISTNE GRUNNSKOLE,Ordinær grunnskoleundervisning
997051696,62.010,5.0,ELIKSIR AS,Programmeringstjenester
991206809,47.111,12.0,ELIN BAKKEHAUG AS,Butikkhandel med bredt vareutvalg med hovedvekt på nærings- og nytelsesmidler
917772665,86.909,17.0,ELIN SKOGLY AS,Andre helsetjenester
990540586,96.020,1.0,ELIN'S HÅRDESIGN AS,Frisering og annen skjønnhetspleie
991472924,47.789,12.0,ELINES GAVER AS,Butikkhandel ikke nevnt annet sted
820293622,47.761,2.0,ELINS BLOMSTERBINDERI AS,Butikkhandel med blomster og planter
996502031,96.020,5.0,ELINS Elin Sveen,Frisering og annen skjønnhetspleie
896899562,43.210,15.0,ELINST OPPDAL AS,Elektrisk installasjonsarbeid
911394928,46.691,27.0,ELIS ELEKTRO AS,Engroshandel med maskiner og utstyr til kraftproduksjon og installasjon
996419894,01.410,7.0,ELISABETH A.JENSEN,Melkeproduksjon på storfe
896692992,47.710,6.0,ELISABETH MOTE AS,Butikkhandel med klær
814063402,47.111,17.0,ELISABETH SKAANE AS,Butikkhandel med bredt vareutvalg med hovedvekt på nærings- og nytelsesmidler
981537890,86.230,2.0,ELISABETH STRØMMAN TANNLEGEKONTOR,Tannhelsetjenester
911683709,43.210,6.0,ELISENBERG EL-INSTALLASJON AS,Elektrisk installasjonsarbeid
919788143,43.210,15.0,ELISENBERG ELEKTRO AS,Elektrisk installasjonsarbeid
978593593,46.691,10.0,ELIT AS,Engroshandel med maskiner og utstyr til kraftproduksjon og installasjon
881940612,43.210,16.0,ELIT ELEKTRO AS,Elektrisk installasjonsarbeid
911395711,47.721,159.0,ELITE AS,Butikkhandel med skotøy
991977031,45.112,5.0,ELITE BIL AS,"Detaljhandel med biler og lette motorvogner, unntatt motorsykler"
963423446,81.210,1618.0,ELITE DRIFT AS,Rengjøring av bygninger
979409575,68.310,5.0,ELITE EIENDOMSMEGLING AS,Eiendomsmegling
995194864,46.434,7.0,ELITE FOTO AS,Engroshandel med fotoutstyr
997952723,47.781,14.0,ELITE FOTO TROMSØ AS,Butikkhandel med fotoutstyr
997616162,96.040,8.0,ELITE KLINIKKEN AS,Virksomhet knyttet til kroppspleie og fysisk velvære
951451614,46.460,20.0,ELITE MARKETING AS,Engroshandel med sykepleie- og apotekvarer
886960212,73.110,16.0,ELITE MEDIA AS,Reklamebyråer
914601126,43.990,3.0,ELITE MUR & FLIS AS,Annen spesialisert bygge- og anleggsvirksomhet
834327082,81.210,1065.0,ELITE SERVICE PARTNER AS,Rengjøring av bygninger
913367456,81.210,34.0,ELITE VASK AS,Rengjøring av bygninger
946204315,81.220,59.0,ELITE VINDUSPUSS AS,Utvendig rengjøring av bygninger og industriell rengjøring
913672593,43.210,5.0,ELITEN ELEKTRO AS,Elektrisk installasjonsarbeid
980345211,02.400,1.0,ELITEPLANTER NORGE SA,Tjenester tilknyttet skogbruk
911382008,20.130,1416.0,ELKEM ASA,Produksjon av andre uorganiske kjemikalier
990566038,23.990,147.0,ELKEM CARBON AS,Produksjon av ikke-metallholdige mineralprodukter ikke nevnt annet sted
995590271,24.102,158.0,ELKEM RANA AS,Produksjon av ferrolegeringer
980654745,47.540,14.0,ELKJØP ALTA AS,Butikkhandel med elektriske husholdningsapparater
