orgnr_frtk,nkode1,ansatte_antall,navn,naerk_tekst
979705832,47.540,13.0,ELKJØP DOKKA AS,Butikkhandel med elektriske husholdningsapparater
976500806,47.540,9.0,ELKJØP DOMBÅS AS,Butikkhandel med elektriske husholdningsapparater
999119980,47.540,9.0,ELKJØP FAUSKE AS,Butikkhandel med elektriske husholdningsapparater
983188907,47.540,82.0,ELKJØP FJORDANE AS,Butikkhandel med elektriske husholdningsapparater
986686061,47.430,10.0,ELKJØP FLEKKEFJORD AS,Butikkhandel med audio- og videoutstyr
911996901,47.540,21.0,ELKJØP FOSEN AS,Butikkhandel med elektriske husholdningsapparater
891437072,47.540,19.0,ELKJØP HAMMERFEST AS,Butikkhandel med elektriske husholdningsapparater
912360113,47.540,53.0,ELKJØP HELGELAND AS,Butikkhandel med elektriske husholdningsapparater
913916859,47.540,11.0,ELKJØP KIRKENES AS,Butikkhandel med elektriske husholdningsapparater
987190949,47.540,22.0,ELKJØP LEKNES AS,Butikkhandel med elektriske husholdningsapparater
911382296,47.540,322.0,ELKJØP NORDIC AS,Butikkhandel med elektriske husholdningsapparater
947054600,47.540,2584.0,ELKJØP NORGE AS,Butikkhandel med elektriske husholdningsapparater
984889143,47.540,12.0,ELKJØP RUDSHØGDA AS,Butikkhandel med elektriske husholdningsapparater
992134755,47.540,77.0,ELKJØP STAVANGER AS,Butikkhandel med elektriske husholdningsapparater
967544167,47.540,19.0,ELKJØP STORMARKED ELVERUM AS,Butikkhandel med elektriske husholdningsapparater
985727368,47.540,16.0,ELKJØP STORMARKED HADELAND AS,Butikkhandel med elektriske husholdningsapparater
895109592,47.540,18.0,ELKJØP STORMARKED HORTEN AS,Butikkhandel med elektriske husholdningsapparater
982746000,47.540,46.0,ELKJØP STORMARKED HØNEFOSS AS,Butikkhandel med elektriske husholdningsapparater
966857129,47.540,20.0,ELKJØP STORMARKED LYNGDAL AS,Butikkhandel med elektriske husholdningsapparater
978615392,47.540,34.0,ELKJØP STORMARKED MOSS AS,Butikkhandel med elektriske husholdningsapparater
958504624,47.540,12.0,ELKJØP STORMARKED NARVIK AS,Butikkhandel med elektriske husholdningsapparater
911905914,47.540,17.0,ELKJØP STORMARKED NITTEDAL AS,Butikkhandel med elektriske husholdningsapparater
976868722,47.540,32.0,ELKJØP STORMARKED OSO AS,Butikkhandel med elektriske husholdningsapparater
990080011,47.540,8.0,ELKJØP STORMARKED SOGN AS,Butikkhandel med elektriske husholdningsapparater
934404459,47.540,14.0,ELKJØP SVOLVÆR AS,Butikkhandel med elektriske husholdningsapparater
975377636,47.540,16.0,ELKJØP TINN AS,Butikkhandel med elektriske husholdningsapparater
970956751,47.540,25.0,ELKJØP VALDRES AS,Butikkhandel med elektriske husholdningsapparater
980896994,47.430,46.0,ELKJØP VESTERÅLEN AS,Butikkhandel med audio- og videoutstyr
915245862,47.540,21.0,ELKJØP VOSS AS,Butikkhandel med elektriske husholdningsapparater
914170028,47.430,10.0,ELKJØP ÅRNES AS,Butikkhandel med audio- og videoutstyr
911382563,27.330,140.0,ELKO AS,Produksjon av ledningsmateriell
996122956,43.210,17.0,ELKOMFORT AS,Elektrisk installasjonsarbeid
984058527,82.990,8.0,ELKONOR AS,Annen forretningsmessig tjenesteyting ikke nevnt annet sted
962959318,35.140,28.0,ELKRAFT AKSJESELSKAP,Handel med elektrisitet
942292937,43.210,6.0,ELKUL ELEKTRO AS,Elektrisk installasjonsarbeid
893972412,96.020,5.0,ELLAS FRISØR AS,Frisering og annen skjønnhetspleie
936584462,18.120,26.0,ELLCO ETIKETT TRYKK AS,Trykking ellers
994331825,46.390,7.0,ELLE BASIC AS,Engroshandel med bredt utvalg av nærings- og nytelsesmidler
881515032,74.102,10.0,ELLE MELLE AS,Grafisk og visuell kommunikasjonsdesign
990550530,47.522,9.0,ELLEFSEN SIKKERHET AS,Butikkhandel med jernvarer
963167717,96.020,4.0,ELLEMELLE NAMSOS AS,Frisering og annen skjønnhetspleie
938799679,55.101,162.0,ELLEN & AXEL LUNDS STIFTELSE,"Drift av hoteller, pensjonater og moteller med restaurant"
971244933,86.221,2.0,ELLEN BUVARP,"Spesialisert legetjeneste, unntatt psykiatrisk legetjeneste"
997840798,01.130,7.0,ELLEN HENRIKKE AALERUD,"Dyrking av grønnsaker, meloner, rot- og knollvekster"
984642326,47.750,8.0,ELLEN-MARIE LINDAHL,Butikkhandel med kosmetikk og toalettartikler
912778819,10.710,1.0,ELLENS BAKERI AS,Produksjon av brød og ferske konditorvarer
969926075,88.911,15.0,ELLING H TUFT & SOKNA NATUR- OG GÅRDSBARNEHAGE,Barnehager
969171384,01.460,5.0,ELLING JOHAN STANGELAND,Svinehold
976688171,49.410,10.0,ELLING TUFT TRANSPORT AS,Godstransport på vei
996161145,46.739,12.0,ELLINGARD COLLECTION AS,Engroshandel med byggevarer ikke nevnt annet sted
895745812,43.390,7.0,ELLINGARD GRUPPEN AS,Annen ferdiggjøring av bygninger
971155949,43.990,58.0,ELLINGARD NATURSTEIN AS,Annen spesialisert bygge- og anleggsvirksomhet
989974688,43.210,2.0,ELLINGSEN ELEKTROSERVICE AS,Elektrisk installasjonsarbeid
995358999,43.120,5.0,ELLINGSEN MASKIN OG TRANSPORT AS,Grunnarbeid
997855965,69.201,8.0,ELLINGSEN REGNSKAPSSERVICE AS,Regnskap og bokføring
991952829,03.211,97.0,ELLINGSEN SEAFOOD AS,Produksjon av matfisk og skalldyr i hav- og kystbasert fiskeoppdrett
916840853,46.630,15.0,ELLINGSEN SYSTEMS AS,"Engroshandel med maskiner og utstyr til bergverksdrift, olje- og gassutvinning og bygge- og anleggsvirksomhet"
980927938,01.190,18.0,"ELLINGSGÅRDEN GRILLRESTAURANT & CAMPING, ROMUNDSTAD",Dyrking av ettårige vekster ellers
971284935,68.209,13.0,ELLINGSRUD BOLIGSAMEIE,Utleie av egen eller leid fast eiendom ellers
982745659,86.211,5.0,ELLINGSRUD LEGESENTER DA,Allmenn legetjeneste
971285125,88.911,6.0,ELLINGSRUD PRIVATE BARNEHAGE Wenche Johansen,Barnehager
976762371,81.101,5.0,ELLINGSRUDÅSEN VAKTMESTERSENTRAL SAMEIE,Vaktmestertjenester
971118903,88.911,12.0,ELLINGSTAD BARNEHAGE AS,Barnehager
846008152,47.111,17.0,ELLINGSØY LAVPRIS AS,Butikkhandel med bredt vareutvalg med hovedvekt på nærings- og nytelsesmidler
983768946,81.210,3.0,ELLINGSØY RENHOLD AS,Rengjøring av bygninger
976996941,94.910,13.0,ELLINGSØY SOKN,Religiøse organisasjoner
970056564,36.000,2.0,ELLINGSØY VASSVERK SA,"Uttak fra kilde, rensing og distribusjon av vann"
989750186,74.909,37.0,ELLIPTIC LABORATORIES AS,"Annen faglig, vitenskapelig og teknisk virksomhet ikke nevnt annet sted"
935507065,46.691,9.0,ELMA INSTRUMENTS AS,Engroshandel med maskiner og utstyr til kraftproduksjon og installasjon
897400952,43.210,72.0,ELMAN AS,Elektrisk installasjonsarbeid
994459929,43.210,29.0,ELMAN STEINKJER AS,Elektrisk installasjonsarbeid
980872041,43.210,14.0,ELMANN AS,Elektrisk installasjonsarbeid
974418487,41.200,40.0,ELMAR SVENDSEN AS,Oppføring av bygninger
914837677,30.115,47.0,ELMARIN AS,Innrednings- og installasjonsarbeid utført på skip over 100 br.tonn
998019265,47.710,2.0,ELMAS HUS AS,Butikkhandel med klær
990951357,96.020,5.0,ELMERO FRISØR AS,Frisering og annen skjønnhetspleie
947543105,27.120,16.0,ELMO A/S,Produksjon av elektriske fordelings- og kontrolltavler og paneler
983080316,43.210,69.0,ELMO TEKNIKK AS,Elektrisk installasjonsarbeid
986081321,47.111,25.0,ELNESVÅGEN LAVPRIS AS,Butikkhandel med bredt vareutvalg med hovedvekt på nærings- og nytelsesmidler
988659606,46.473,4.0,ELNETT GRUPPEN AS,Engroshandel med belysningsutstyr
957566596,46.431,19.0,ELON NORGE AS,Engroshandel med elektriske husholdningsapparater og -maskiner
911631474,73.110,8.0,ELOP AS,Reklamebyråer
811413682,17.120,173.0,ELOPAK AS,Produksjon av papir og papp
864602452,26.300,62.0,ELOTEC AS,Produksjon av kommunikasjonsutstyr
911811278,27.120,17.0,ELPA AS,Produksjon av elektriske fordelings- og kontrolltavler og paneler
925230014,43.210,17.0,ELPARTNER AS,Elektrisk installasjonsarbeid
912972127,30.115,45.0,ELPRO ELECTRO AS,Innrednings- og installasjonsarbeid utført på skip over 100 br.tonn
912869660,27.120,8.0,ELPRO GROUP AS,Produksjon av elektriske fordelings- og kontrolltavler og paneler
912972143,43.210,32.0,ELPRO INSTALLASJON AS,Elektrisk installasjonsarbeid
912972054,27.120,47.0,ELPRO SOLUTIONS AS,Produksjon av elektriske fordelings- og kontrolltavler og paneler
916753616,43.210,9.0,ELPROS AS,Elektrisk installasjonsarbeid
918538534,71.129,3.0,ELPROSJEKT AS,Annen teknisk konsulentvirksomhet
894887222,43.210,37.0,ELPUNKT AS,Elektrisk installasjonsarbeid
964938466,49.410,97.0,ELSA ENGER TRANSPORT - innehaver Knut Enger,Godstransport på vei
967770930,27.120,19.0,ELSEKO AS,Produksjon av elektriske fordelings- og kontrolltavler og paneler
976688821,43.210,9.0,ELSIKKERHET AS,Elektrisk installasjonsarbeid
880824562,35.140,12.0,ELSIKKERHET MØRE AS,Handel med elektrisitet
987290994,71.129,55.0,ELSIKKERHET NORGE AS,Annen teknisk konsulentvirksomhet
988390747,01.130,112.0,ELSTØEN GARTNERI AS,"Dyrking av grønnsaker, meloner, rot- og knollvekster"
911989263,27.120,20.0,ELTAVLER AS,Produksjon av elektriske fordelings- og kontrolltavler og paneler
988638897,46.520,25.0,ELTECO AS,Engroshandel med elektronikkutstyr og telekommunikasjonsutstyr samt deler
977529964,27.110,147.0,ELTEK AS,"Produksjon av elektromotorer, generatorer og transformatorer"
995822504,43.210,11.0,ELTEKNIKK AS,Elektrisk installasjonsarbeid
912955915,42.220,1048.0,ELTEL NETWORKS AS,Bygging av anlegg for elektrisitet og telekommunikasjon
980155889,61.100,44.0,ELTELE AS,Kabelbasert telekommunikasjon
811600792,43.210,42.0,ELTERA AS,Elektrisk installasjonsarbeid
912124614,43.210,26.0,ELTERA INNLANDET AS,Elektrisk installasjonsarbeid
988293547,43.210,21.0,ELTERA LILLEHAMMER AS,Elektrisk installasjonsarbeid
915427235,43.210,22.0,ELTERA OPPLAND AS,Elektrisk installasjonsarbeid
987647515,43.210,5.0,ELTERA PLASSEN AS,Elektrisk installasjonsarbeid
918672567,43.210,19.0,ELTERA SØR AS,Elektrisk installasjonsarbeid
992079916,43.120,12.0,ELTERVÅG ENTREPRENØR & MILJØ AS,Grunnarbeid
911742578,85.201,24.0,ELTOFT MONTESSORISKOLE AS,Ordinær grunnskoleundervisning
913951719,78.100,1.0,ELTON STAFFING AS,Rekruttering og formidling av arbeidskraft
976944968,27.110,32.0,ELTORQUE AS,"Produksjon av elektromotorer, generatorer og transformatorer"
997656032,43.210,26.0,ELTRO INSTALLASJON AS,Elektrisk installasjonsarbeid
933646564,43.210,38.0,ELTRON AS,Elektrisk installasjonsarbeid
896644432,46.693,4.0,ELUMATEC NORGE AS,Engroshandel med maskiner og utstyr til industri ellers
993870684,71.129,6.0,ELV JARLSO AS,Annen teknisk konsulentvirksomhet
890522742,55.101,18.0,ELVA EIENDOM AS,"Drift av hoteller, pensjonater og moteller med restaurant"
989710990,47.761,21.0,ELVEBAKKEN BLOMSTER AS,Butikkhandel med blomster og planter
984750706,88.911,21.0,ELVEBAKKEN MONTESSORIBARNEHAGE SA,Barnehager
915379974,56.210,170.0,ELVEBREDDEN CATERING AS,Cateringvirksomhet
914768616,56.101,10.0,ELVEBREDDEN FREDRIKSTAD AS,Drift av restauranter og kafeer
991797750,86.211,5.0,ELVEBREDDEN LEGESENTER DA,Allmenn legetjeneste
821123682,69.100,2.0,ELVEBYEN ADVOKATFIRMA AISHA AHMED,Juridisk tjenesteyting
916229887,45.200,11.0,ELVEBYEN BILPLEIE AS,"Vedlikehold og reparasjon av motorvogner, unntatt motorsykler"
892792062,88.911,14.0,ELVEGÅRDEN BARNEHAGE AS,Barnehager
913130839,56.101,22.0,ELVEKANTEN SPISERI AS,Drift av restauranter og kafeer
917421501,68.209,7.0,ELVEPARKEN SANDNES AS,Utleie av egen eller leid fast eiendom ellers
998679494,46.180,6.0,ELVERDI NORGE AS,Agenturhandel med spesialisert vareutvalg ellers
965475303,25.120,43.0,ELVERHØY ALUMINIUM OG GLASS AS,Produksjon av dører og vinduer av metall
997767624,43.210,4.0,ELVERKET AS,Elektrisk installasjonsarbeid
911421046,45.200,22.0,ELVERUM AUTO BILSALG AS,"Vedlikehold og reparasjon av motorvogner, unntatt motorsykler"
918374493,49.410,10.0,ELVERUM BILTRANSPORT AS,Godstransport på vei
996360199,43.911,26.0,ELVERUM BLIKKENSLAGERVERKSTED AS,Blikkenslagerarbeid på tak
971533889,85.591,55.0,ELVERUM FOLKEHØGSKULE,Folkehøgskoleundervisning
974807734,93.120,18.0,ELVERUM FOTBALL,Idrettslag og -klubber
983815960,93.120,9.0,ELVERUM GOLFKLUBB,Idrettslag og -klubber
974381524,08.120,12.0,ELVERUM GRUS & TRANSPORT AS,"Utvinning fra grus- og sandtak, og utvinning av leire og kaolin"
987780541,47.761,14.0,ELVERUM HAGESENTER AS,Butikkhandel med blomster og planter
988973289,41.200,15.0,ELVERUM HUS AS,Oppføring av bygninger
980549364,93.120,28.0,ELVERUM HÅNDBALL,Idrettslag og -klubber
913457277,86.211,63.0,ELVERUM INTERKOMMUNALE LEGEVAKT,Allmenn legetjeneste
976988108,94.910,26.0,ELVERUM KIRKELIGE FELLESRÅD,Religiøse organisasjoner
952857991,84.110,2634.0,ELVERUM KOMMUNE,Generell offentlig administrasjon
979475942,46.693,11.0,ELVERUM MASKIN AS,Engroshandel med maskiner og utstyr til industri ellers
995319144,47.710,6.0,ELVERUM MOTE AS,Butikkhandel med klær
980374173,69.201,6.0,ELVERUM REGNSKAPSSERVICE AS,Regnskap og bokføring
993804231,45.200,8.0,ELVERUM SERVICESENTER AS,"Vedlikehold og reparasjon av motorvogner, unntatt motorsykler"
985330654,43.210,6.0,ELVERUM SIKKERHET & SERVICE AS,Elektrisk installasjonsarbeid
975899004,56.101,21.0,ELVERUM SPISESTED OG CATERING AS,Drift av restauranter og kafeer
916543859,45.200,31.0,ELVERUM SPORT BILSALG AS,"Vedlikehold og reparasjon av motorvogner, unntatt motorsykler"
930248886,41.109,4.0,ELVERUM TOMTESELSKAP AS,Utvikling og salg av egen fast eiendom ellers
997748220,86.221,4.0,ELVERUM ØYEKLINIKK AS,"Spesialisert legetjeneste, unntatt psykiatrisk legetjeneste"
991537643,70.220,5.0,ELVERUMREGIONENS NÆRINGSUTVIKLING AS,Bedriftsrådgivning og annen administrativ rådgivning
952487183,68.201,3.0,ELVESTRAND BORETTSLAG,Borettslag
992604484,94.110,1.0,ELVETORGET SENTERFORRENING,Næringslivs- og arbeidsgiverorganisasjoner
922290768,88.911,16.0,ELVETUN BARNEHAGE AS,Barnehager
975862801,03.222,8.0,ELVEVOLL SETTEFISK AS,Produksjon av yngel og settefisk i ferskvannsbasert fiskeoppdrett
915836348,96.020,2.0,ELVIS DAME & HERRE FRISØR AYAD MAWLOUD,Frisering og annen skjønnhetspleie
814084272,43.210,9.0,ELVIS ELEKTRO AS,Elektrisk installasjonsarbeid
997800427,96.020,18.0,ELVIS FRISØR AS,Frisering og annen skjønnhetspleie
976943309,13.929,3.0,ELVSTRØM SAILS NORGE AS,"Produksjon av andre tekstilvarer, unntatt klær"
917375690,71.129,7.0,ELX ENERGY NORGE AS,Annen teknisk konsulentvirksomhet
999599524,53.200,44.0,EM DISTRIBUSJON AS,Andre post- og budtjenester
974361299,63.110,25.0,EM SOFTWARE PARTNERS AS,"Databehandling, datalagring og tilknyttede tjenester"
963942281,43.210,87.0,EM SYSTEMER AS,Elektrisk installasjonsarbeid
980422720,71.121,20.0,EM-TEKNIKK AS,Byggeteknisk konsulentvirksomhet
999534295,78.200,1.0,EMANAGEMENT AS,Utleie av arbeidskraft
950274476,68.201,4.0,EMANUELFJELL BORETTSLAG,Borettslag
963680244,47.750,5.0,EMANUELLE PARFYMERI AS,Butikkhandel med kosmetikk og toalettartikler
981416163,46.761,5.0,EMBALLERINGSPRODUKTER AS,Engroshandel med papir og papp
983671381,99.000,3.0,EMBASSY OF IRELAND,Internasjonale organisasjoner og organer
985412480,99.000,12.0,EMBASSY OF ISRAEL,Internasjonale organisasjoner og organer
813123622,99.000,3.0,EMBASSY OF MEXICO,Internasjonale organisasjoner og organer
993001732,99.000,5.0,EMBASSY OF THE REPUBLIC OF IRAQ,Internasjonale organisasjoner og organer
911979772,71.129,7.0,EMBIDA AS,Annen teknisk konsulentvirksomhet
963118260,62.030,7.0,EMBLA AS,Forvaltning og drift av IT-systemer
914879574,47.710,6.0,EMBLA BUNADER AS,Butikkhandel med klær
998284473,10.209,30.0,EMBLA BÅTSFJORD AS,"Slakting, bearbeiding og konservering av fisk og fiskevarer ellers"
981090802,41.200,5.0,EMBLEM BYGG AS,Oppføring av bygninger
913222695,81.300,5.0,EMBRE PARK & ANLEGG AS,Beplantning av hager og parkanlegg
986361758,26.120,5.0,EMBRON GROUP AS,Produksjon av kretskort
989198173,46.520,7.0,EMCOM AS,Engroshandel med elektronikkutstyr og telekommunikasjonsutstyr samt deler
915766803,88.999,20.0,EMELI AS,Andre sosialtjenester uten botilbud
912187721,70.220,1.0,EMERIO NORGE AS,Bedriftsrådgivning og annen administrativ rådgivning
933826163,46.630,14.0,EMERSON AUTOMATION SOLUTIONS FINAL CONTROL NORWAY NUF,"Engroshandel med maskiner og utstyr til bergverksdrift, olje- og gassutvinning og bygge- og anleggsvirksomhet"
948310716,46.630,106.0,EMERSON PROCESS MANAGEMENT AS,"Engroshandel med maskiner og utstyr til bergverksdrift, olje- og gassutvinning og bygge- og anleggsvirksomhet"
985244065,47.533,6.0,EMIL FLATEN AS,Butikkhandel med gardiner
982795117,46.694,3.0,EMIL SOLBAKKEN AS,"Engroshandel med maskiner og utstyr til handel, transport og tjenesteyting ellers"
918065997,47.111,17.0,EMILIE KILAAS AS,Butikkhandel med bredt vareutvalg med hovedvekt på nærings- og nytelsesmidler
828829092,03.211,63.0,EMILSEN FISK AS,Produksjon av matfisk og skalldyr i hav- og kystbasert fiskeoppdrett
916595085,50.202,9.0,EMILSEN REDERI AS,Innenriks sjøfart med gods
994785478,47.300,11.0,EMIMAG AS,Detaljhandel med drivstoff til motorvogner
988526525,68.310,13.0,EMINENT EIENDOMSMEGLING LILLEHAMMER AS,Eiendomsmegling
896906402,78.200,25.0,EMINENT PEOPLE AS,Utleie av arbeidskraft
992161817,41.200,2.0,EMINEO AS,Oppføring av bygninger
919208872,41.200,33.0,EMINEO BYGG AS,Oppføring av bygninger
990728860,49.320,12.0,EMIR AJDINOVIC,Drosjebiltransport
913840771,51.100,13.0,EMIRATES,Lufttransport med passasjerer
965853677,62.020,19.0,EMISOFT AS,Konsulentvirksomhet tilknyttet informasjonsteknologi
919357185,74.101,22.0,EMITEK AS,"Industridesign, produktdesign og annen teknisk designvirksomhet"
920290671,47.111,14.0,EMMA KONSTANSE AS,Butikkhandel med bredt vareutvalg med hovedvekt på nærings- og nytelsesmidler
957116841,58.290,19.0,EMMA SYSTEMS AS,Utgivelse av annen programvare
934022653,56.101,49.0,EMMAS AS,Drift av restauranter og kafeer
999338135,47.789,2.0,EMMESELLE AS,Butikkhandel ikke nevnt annet sted
914446856,77.110,4.0,EMOBILITY AS,Utleie og leasing av biler og andre lette motorvogner
984398026,46.694,13.0,EMPAKK AS,"Engroshandel med maskiner og utstyr til handel, transport og tjenesteyting ellers"
987895993,62.010,8.0,EMPATIX AS,Programmeringstjenester
996691020,71.129,5.0,EMPIG AS,Annen teknisk konsulentvirksomhet
918789049,96.020,3.0,EMPIRE OF BEAUTY AS,Frisering og annen skjønnhetspleie
997260252,81.210,6.0,EMPIRIO AS,Rengjøring av bygninger
914922771,78.200,19.0,EMPLOI GROUP AS,Utleie av arbeidskraft
961686601,88.994,12.0,EMPO AS,Varig tilrettelagt arbeid
920572553,74.101,6.0,EMPOWER AS,"Industridesign, produktdesign og annen teknisk designvirksomhet"
993735817,88.993,18.0,EMPUS AS,Arbeidstrening for ordinært arbeidsmarked
818983662,52.291,19.0,EMS-FEHN-GROUP SCANDINAVIA AS,Spedisjon
921644132,46.630,9.0,EMSG NORGE AS,"Engroshandel med maskiner og utstyr til bergverksdrift, olje- og gassutvinning og bygge- og anleggsvirksomhet"
977374871,25.620,31.0,EMV CONSTRUCTION AS,Bearbeiding av metaller
988527610,43.210,9.0,EN ELEKTRO AS,Elektrisk installasjonsarbeid
916165153,41.200,26.0,EN ENTREPRENØR AS,Oppføring av bygninger
916298412,11.050,2.0,EN LITEN ØL AS,Produksjon av øl
996499405,71.112,15.0,EN TIL EN ARKITEKTER AS,Arkitekttjenester vedrørende byggverk
912490602,10.850,13.0,EN TIL! AS,Produksjon av ferdigmat
985076707,69.201,8.0,EN TO TRE REGNSKAP AS,Regnskap og bokføring
997851447,82.990,22.0,EN VERDEN AV TJENESTER AS,Annen forretningsmessig tjenesteyting ikke nevnt annet sted
989857347,62.020,15.0,ENABLE AS,Konsulentvirksomhet tilknyttet informasjonsteknologi
989488546,72.190,16.0,ENCAP AS,Annen forskning og annet utviklingsarbeid innen naturvitenskap og teknikk
995041162,46.740,7.0,ENCON AS,"Engroshandel med jernvarer, rørleggerartikler og oppvarmingsutstyr"
996240630,62.020,1.0,ENCRIPTO AS,Konsulentvirksomhet tilknyttet informasjonsteknologi
958103425,46.460,12.0,ENDOTECH AS,Engroshandel med sykepleie- og apotekvarer
917685908,71.129,2.0,ENDRAVA AS,Annen teknisk konsulentvirksomhet
997448804,41.109,21.0,ENDRE BRENNUM DRIFT AS,Utvikling og salg av egen fast eiendom ellers
889110902,86.211,2.0,ENDRE SOLVI AS,Allmenn legetjeneste
990815852,86.230,1.0,ENDRESON LTD,Tannhelsetjenester
923897127,46.694,31.0,ENDRESS & HAUSER AS,"Engroshandel med maskiner og utstyr til handel, transport og tjenesteyting ellers"
968350714,88.911,17.0,ENDRESTØ BARNEHAGE SA,Barnehager
944577106,33.150,58.0,ENDÚR AAK AS,Reparasjon og vedlikehold av skip og båter
991279539,33.150,6.0,ENDÚR ASA,Reparasjon og vedlikehold av skip og båter
955782186,30.113,37.0,ENDÚR ENERGY SOLUTIONS AS,Bygging av oljeplattformer og moduler
984854048,25.110,25.0,ENDÚR FABRICOM INDUSTRIER AS,Produksjon av metallkonstruksjoner og deler
977171849,30.111,3.0,ENDÚR INVEST AS,Bygging av skip og skrog over 100 br.tonn
993452084,33.150,100.0,ENDÚR MARITIME AS,Reparasjon og vedlikehold av skip og båter
898652602,70.220,39.0,ENEAS SERVICES AS,Bedriftsrådgivning og annen administrativ rådgivning
916498063,75.000,9.0,ENEBAKK DYREKLINIKK AS,Veterinærtjenester
976986636,94.910,19.0,ENEBAKK KIRKELIGE FELLESRÅD,Religiøse organisasjoner
976634357,84.120,552.0,ENEBAKK KOMMUNE HELSE- OG OMSORGSAVDELINGEN,"Offentlig administrasjon tilknyttet helsestell, sosial virksomhet, undervisning, kirke, kultur og miljøvern"
874635502,84.120,473.0,"ENEBAKK KOMMUNE KULTUR-, OPPVEKST- OG SKOLEAVDELING","Offentlig administrasjon tilknyttet helsestell, sosial virksomhet, undervisning, kirke, kultur og miljøvern"
974642948,84.110,38.0,ENEBAKK KOMMUNE SENTRALADMINISTRASJON,Generell offentlig administrasjon
874637912,84.130,100.0,ENEBAKK KOMMUNE TEKNISK AVDELING,Offentlig administrasjon tilknyttet næringsvirksomhet og arbeidsmarked
965782176,88.994,13.0,ENEBAKK PRODUKTER AS,Varig tilrettelagt arbeid
920017010,56.101,11.0,ENEBARN AS,Drift av restauranter og kafeer
